unit,wins,make_playoffs,win_finals
bos,64,1,0.271
phi,59,1,0.115
mil,56,1,0.156
den,54,0.9990000000000001,0.10300000000000001
min,54,0.9990000000000001,0.061
okc,53,0.998,0.027000000000000003
mia,49,0.978,0.028999999999999998
lac,49,0.982,0.1
cle,47,0.938,0.03
gs,46,0.883,0.044000000000000004
ny,46,0.8440000000000001,0.005
no,45,0.7879999999999999,0.01
dal,43,0.652,0.01
orl,43,0.586,0.002
bkn,42,0.614,0.006
sac,42,0.575,0.006999999999999999
lal,42,0.515,0.013000000000000001
ind,41,0.48100000000000004,0.003
phx,40,0.36200000000000004,0.004
atl,40,0.385,0.003
hou,39,0.221,0.001
chi,37,0.1,0
tor,36,0.073,0
mem,33,0.017,0
uta,32,0.008,0
por,25,0,0
cha,23,0,0
wsh,21,0,0
sa,14,0,0
det,14,0,0
