unit,wins,make_playoffs,win_finals
bos,57,1,0.18899999999999997
phi,57,1,0.122
mil,55,0.997,0.174
den,51,0.991,0.096
min,51,0.983,0.066
okc,49,0.9590000000000001,0.026000000000000002
mia,49,0.941,0.037000000000000005
bkn,48,0.9059999999999999,0.023
no,46,0.853,0.022000000000000002
phx,46,0.8290000000000001,0.021
cle,45,0.757,0.027999999999999997
ny,45,0.722,0.01
lac,45,0.7979999999999999,0.07400000000000001
ind,45,0.667,0.009000000000000001
dal,44,0.731,0.02
gs,44,0.703,0.04
orl,43,0.47700000000000004,0.003
atl,43,0.47200000000000003,0.009000000000000001
sac,42,0.514,0.013000000000000001
lal,42,0.466,0.015
hou,38,0.153,0.001
tor,36,0.054000000000000006,0
mem,33,0.022000000000000002,0.001
chi,32,0.006999999999999999,0
cha,28,0,0
uta,27,0,0
por,26,0,0
wsh,25,0,0
det,18,0,0
sa,18,0,0
