unit,wins,make_playoffs,win_finals
bos,60,1,0.433
mem,54,1,0.152
den,53,1,0.053
phi,51,0.997,0.11199999999999999
cle,51,0.996,0.057
bkn,50,0.993,0.028999999999999998
mil,48,0.9670000000000001,0.008
no,46,0.902,0.015
sac,45,0.86,0.013000000000000001
ny,45,0.8759999999999999,0.018000000000000002
mia,45,0.8490000000000001,0.017
dal,44,0.74,0.01
gs,43,0.74,0.026000000000000002
lac,43,0.722,0.018000000000000002
por,42,0.5579999999999999,0.006
phx,42,0.581,0.019
atl,42,0.578,0.004
uta,41,0.39299999999999996,0.002
ind,40,0.325,0
lal,40,0.247,0.004
min,40,0.244,0.003
tor,39,0.21,0.001
chi,38,0.184,0.001
okc,35,0.013000000000000001,0
wsh,34,0.024,0
orl,29,0,0
cha,26,0,0
sa,23,0,0
det,22,0,0
hou,20,0,0
