unit,wins,make_playoffs,win_finals
bos,58,1,0.24100000000000002
mil,56,1,0.11599999999999999
den,54,1,0.061
cle,52,1,0.07200000000000001
phi,51,0.9990000000000001,0.031
mem,49,0.997,0.042
bkn,48,0.978,0.01
lac,47,0.9940000000000001,0.32899999999999996
ny,46,0.9309999999999999,0.042
dal,45,0.943,0.013000000000000001
mia,44,0.831,0.004
sac,44,0.852,0.005
phx,44,0.8759999999999999,0.012
atl,42,0.608,0.002
no,42,0.534,0.003
gs,41,0.514,0.006999999999999999
lal,41,0.41100000000000003,0.006
min,40,0.33,0.001
tor,40,0.354,0.002
uta,40,0.223,0.001
por,39,0.23,0.001
wsh,39,0.153,0
okc,38,0.09699999999999999,0
chi,38,0.13699999999999998,0
ind,35,0.01,0
orl,33,0.001,0
cha,23,0,0
det,21,0,0
sa,19,0,0
hou,19,0,0
