unit,wins,make_playoffs,win_finals
bos,58,1,0.191
phi,56,0.9990000000000001,0.1
mil,54,0.996,0.149
den,52,0.988,0.1
min,51,0.981,0.066
okc,50,0.9570000000000001,0.024
cle,48,0.93,0.054000000000000006
mia,48,0.9179999999999999,0.032
phx,46,0.8079999999999999,0.022000000000000002
ny,46,0.835,0.015
dal,46,0.8109999999999999,0.027000000000000003
gs,46,0.8270000000000001,0.052000000000000005
lac,45,0.823,0.079
atl,45,0.777,0.018000000000000002
bkn,44,0.7140000000000001,0.011000000000000001
no,44,0.68,0.019
sac,42,0.491,0.013000000000000001
lal,41,0.433,0.018000000000000002
ind,41,0.441,0.005
tor,38,0.212,0.002
orl,37,0.162,0.001
hou,36,0.099,0.001
uta,34,0.05,0.001
mem,34,0.054000000000000006,0.001
chi,31,0.013000000000000001,0
cha,28,0.002,0
wsh,26,0,0
det,24,0,0
por,22,0,0
sa,18,0,0
