unit,wins,make_playoffs,win_finals
bos,66,1,0.503
den,57,1,0.065
okc,56,1,0.027999999999999997
min,55,1,0.062
lac,53,0.998,0.079
cle,52,1,0.065
mil,51,1,0.092
no,49,0.941,0.009000000000000001
ny,48,0.993,0.016
dal,48,0.868,0.027000000000000003
sac,48,0.8220000000000001,0.008
orl,47,0.9790000000000001,0.002
phx,47,0.6940000000000001,0.005
lal,45,0.44,0.011000000000000001
ind,45,0.9059999999999999,0.003
mia,45,0.919,0.006999999999999999
phi,44,0.902,0.011000000000000001
gs,44,0.235,0.005
chi,39,0.158,0
hou,38,0.002,0
atl,36,0.124,0
uta,34,0,0
bkn,33,0.021,0
tor,28,0,0
mem,27,0,0
por,24,0,0
cha,20,0,0
sa,19,0,0
det,17,0,0
wsh,16,0,0
