unit,wins,make_playoffs,win_finals
bos,62,1,0.28600000000000003
okc,57,1,0.044000000000000004
lac,55,1,0.16399999999999998
min,54,1,0.055999999999999994
den,53,0.9990000000000001,0.085
mil,53,0.9990000000000001,0.132
phi,52,0.996,0.062
no,51,0.996,0.03
cle,49,0.98,0.052000000000000005
ny,48,0.963,0.01
mia,47,0.9390000000000001,0.019
ind,45,0.823,0.008
sac,45,0.799,0.012
dal,44,0.715,0.01
orl,43,0.609,0.003
phx,42,0.473,0.004
gs,41,0.46,0.015
tor,40,0.319,0.003
lal,39,0.222,0.003
uta,39,0.16899999999999998,0.002
atl,39,0.212,0.001
hou,39,0.16699999999999998,0.001
chi,37,0.087,0
bkn,36,0.07400000000000001,0
mem,30,0,0
cha,22,0,0
por,20,0,0
wsh,18,0,0
sa,17,0,0
det,13,0,0
