unit,wins,make_playoffs,win_finals
bos,64,1,0.306
okc,56,1,0.035
lac,54,1,0.166
min,54,1,0.057999999999999996
den,53,1,0.079
phi,52,0.997,0.076
no,51,0.997,0.028999999999999998
mil,51,0.9940000000000001,0.10300000000000001
ny,49,0.975,0.012
cle,49,0.972,0.052000000000000005
mia,47,0.937,0.022000000000000002
ind,45,0.8170000000000001,0.008
sac,45,0.8240000000000001,0.011000000000000001
orl,43,0.621,0.002
dal,42,0.5770000000000001,0.006999999999999999
gs,41,0.495,0.016
phx,40,0.38,0.003
lal,40,0.354,0.008
tor,40,0.302,0.003
uta,39,0.19899999999999998,0.001
atl,39,0.203,0.002
hou,38,0.175,0.001
bkn,37,0.11199999999999999,0.001
chi,37,0.071,0
mem,30,0.001,0
por,22,0,0
cha,21,0,0
wsh,18,0,0
sa,17,0,0
det,14,0,0
