unit,wins,make_playoffs,win_finals
bos,59,1,0.18600000000000003
den,53,0.997,0.094
phi,52,0.996,0.08900000000000001
gs,52,0.993,0.087
lac,52,0.993,0.126
mil,50,0.986,0.11
atl,48,0.966,0.040999999999999995
min,47,0.925,0.05
bkn,46,0.89,0.023
dal,45,0.856,0.03
cle,45,0.879,0.045
lal,43,0.741,0.033
mia,43,0.7509999999999999,0.022000000000000002
no,42,0.639,0.013999999999999999
phx,41,0.583,0.013000000000000001
okc,40,0.479,0.006
sac,40,0.49700000000000005,0.011000000000000001
ny,39,0.465,0.006
orl,38,0.308,0.003
ind,38,0.307,0.004
tor,37,0.298,0.002
uta,35,0.11800000000000001,0.002
mem,35,0.128,0.003
chi,34,0.10300000000000001,0.001
hou,31,0.024,0
por,31,0.026000000000000002,0
cha,31,0.027999999999999997,0
wsh,30,0.013999999999999999,0
det,29,0.009000000000000001,0
sa,26,0.001,0
