unit,wins,make_playoffs,win_finals
mil,58,1,0.09699999999999999
bos,57,1,0.4
phi,54,1,0.146
den,53,1,0.016
cle,51,1,0.066
mem,51,1,0.092
sac,48,1,0.008
ny,47,1,0.024
bkn,45,1,0
phx,45,1,0.002
gs,44,1,0.013999999999999999
lac,44,1,0.12
mia,44,0.5820000000000001,0
lal,43,0.971,0.013999999999999999
no,42,0.29,0
min,42,0.599,0
atl,41,0.9570000000000001,0
tor,41,0.272,0
chi,40,0.18899999999999997,0
okc,40,0.141,0
dal,38,0,0
uta,37,0,0
ind,35,0,0
wsh,35,0,0
orl,34,0,0
por,33,0,0
cha,27,0,0
hou,22,0,0
sa,22,0,0
det,17,0,0
