unit,wins,make_playoffs,win_finals
bos,60,1,0.44
cle,50,0.996,0.068
bkn,50,0.995,0.026000000000000002
phi,50,0.995,0.095
mem,49,0.9690000000000001,0.055999999999999994
den,49,0.9670000000000001,0.031
mil,49,0.981,0.021
no,48,0.946,0.022000000000000002
dal,47,0.915,0.067
phx,47,0.9079999999999999,0.076
lac,46,0.87,0.034
gs,44,0.727,0.022000000000000002
mia,44,0.838,0.019
sac,43,0.561,0.004
uta,43,0.506,0.004
por,42,0.429,0.004
ny,41,0.573,0.004
ind,40,0.444,0.001
atl,39,0.365,0.002
tor,39,0.335,0.001
min,39,0.141,0.001
wsh,39,0.258,0
chi,38,0.22,0
lal,37,0.06,0
okc,29,0,0
cha,29,0,0
orl,27,0,0
sa,25,0,0
hou,24,0,0
det,21,0,0
