unit,wins,make_playoffs,win_finals
phi,60,1,0.151
bos,60,1,0.205
mil,55,0.9990000000000001,0.155
min,54,0.998,0.07
den,52,0.991,0.094
okc,50,0.9690000000000001,0.021
lac,50,0.9670000000000001,0.113
mia,47,0.895,0.025
bkn,47,0.8809999999999999,0.016
ny,46,0.8340000000000001,0.011000000000000001
dal,46,0.807,0.017
no,46,0.77,0.012
cle,44,0.726,0.024
sac,44,0.6609999999999999,0.013999999999999999
orl,44,0.595,0.004
phx,43,0.564,0.009000000000000001
gs,43,0.57,0.027000000000000003
lal,43,0.53,0.018000000000000002
atl,42,0.502,0.009000000000000001
ind,42,0.491,0.004
hou,39,0.17300000000000001,0.001
tor,36,0.052000000000000005,0
chi,35,0.026000000000000002,0
mem,29,0,0
uta,27,0,0
cha,25,0,0
por,24,0,0
wsh,23,0,0
sa,18,0,0
det,15,0,0
