unit,wins,make_playoffs,win_finals
mil,58,1,0.161
bos,56,1,0.162
phi,55,1,0.163
den,54,1,0.061
cle,51,1,0.06
mem,49,1,0.037000000000000005
sac,49,1,0.013999999999999999
ny,49,0.9990000000000001,0.065
bkn,46,0.9620000000000001,0.001
lac,46,0.996,0.209
phx,44,0.985,0.018000000000000002
mia,44,0.825,0.003
gs,42,0.818,0.02
dal,42,0.742,0.008
atl,41,0.475,0
tor,41,0.5,0.004
lal,41,0.622,0.011000000000000001
min,40,0.41100000000000003,0.003
okc,39,0.16,0
no,39,0.151,0
chi,38,0.159,0.001
uta,38,0.084,0
wsh,38,0.057999999999999996,0
por,37,0.03,0
ind,36,0.023,0
orl,32,0,0
cha,25,0,0
sa,20,0,0
hou,20,0,0
det,18,0,0
