unit,wins,make_playoffs,win_finals
bos,59,1,0.20199999999999999
phi,53,0.9940000000000001,0.08800000000000001
mil,53,0.993,0.152
den,51,0.987,0.099
min,51,0.986,0.075
okc,50,0.965,0.024
mia,50,0.9590000000000001,0.043
phx,47,0.888,0.026000000000000002
cle,47,0.855,0.04
dal,46,0.816,0.026000000000000002
ny,46,0.759,0.013000000000000001
atl,46,0.765,0.02
lac,45,0.773,0.065
gs,44,0.772,0.05
bkn,44,0.65,0.013999999999999999
no,44,0.687,0.019
ind,43,0.518,0.006999999999999999
lal,42,0.519,0.02
sac,41,0.444,0.011000000000000001
orl,41,0.358,0.003
tor,38,0.142,0.001
hou,37,0.133,0.001
mem,32,0.024,0.001
chi,31,0.005,0
uta,31,0.006999999999999999,0
cha,28,0.001,0
wsh,25,0,0
por,24,0,0
det,24,0,0
sa,18,0,0
