unit,wins,make_playoffs,win_finals
bos,64,1,0.371
den,57,1,0.121
okc,57,1,0.134
min,56,1,0.06
lac,51,1,0.036000000000000004
dal,50,1,0.063
ny,50,1,0.027000000000000003
no,49,0.628,0.005
mil,49,1,0.017
phx,49,1,0.011000000000000001
cle,48,1,0.039
ind,47,1,0.023
lal,47,1,0.008
orl,47,1,0.004
phi,47,1,0.047
gs,46,0,0
mia,46,0.74,0.036000000000000004
sac,46,0.37200000000000005,0.001
hou,41,0,0
chi,39,0.26,0
atl,36,0,0
bkn,32,0,0
uta,31,0,0
mem,27,0,0
tor,25,0,0
sa,22,0,0
por,21,0,0
cha,21,0,0
wsh,15,0,0
det,14,0,0
