unit,wins,make_playoffs,win_finals
bos,63,1,0.278
okc,57,1,0.03
lac,56,1,0.19
den,55,1,0.083
phi,54,1,0.078
min,54,0.9990000000000001,0.047
cle,53,1,0.085
mil,53,1,0.121
no,51,0.9940000000000001,0.023
ny,49,0.993,0.006
phx,46,0.825,0.008
ind,44,0.919,0.009000000000000001
gs,43,0.5710000000000001,0.019
sac,42,0.483,0.005
dal,42,0.49700000000000005,0.004
orl,42,0.74,0.001
mia,42,0.7809999999999999,0.005
uta,42,0.381,0.003
lal,40,0.223,0.005
chi,38,0.314,0
hou,36,0.027999999999999997,0
tor,35,0.10099999999999999,0.001
bkn,35,0.107,0
atl,33,0.044000000000000004,0
mem,31,0.001,0
por,24,0,0
cha,20,0,0
sa,18,0,0
wsh,17,0,0
det,16,0,0
