unit,wins,make_playoffs,win_finals
bos,64,1,0.363
den,58,1,0.122
okc,56,1,0.115
min,56,1,0.07200000000000001
lac,53,1,0.049
dal,51,1,0.069
mil,50,1,0.016
ny,49,1,0.021
cle,48,0.9990000000000001,0.037000000000000005
no,48,0.867,0.011000000000000001
phx,48,0.868,0.009000000000000001
ind,47,0.9890000000000001,0.021
orl,47,0.94,0.004
sac,47,0.6940000000000001,0.004
phi,46,0.904,0.03
gs,46,0.325,0.002
lal,46,0.247,0.002
mia,46,0.902,0.054000000000000006
hou,41,0,0
chi,39,0.156,0
atl,36,0.111,0
bkn,32,0,0
uta,30,0,0
mem,27,0,0
tor,25,0,0
por,22,0,0
sa,21,0,0
cha,20,0,0
wsh,15,0,0
det,14,0,0
