unit,wins,make_playoffs,win_finals
bos,57,1,0.317
phi,54,1,0.209
den,53,1,0.054000000000000006
mem,51,0.9990000000000001,0.11800000000000001
mil,50,0.995,0.018000000000000002
bkn,49,0.991,0.03
cle,49,0.99,0.035
lac,46,0.9440000000000001,0.10400000000000001
sac,46,0.904,0.013000000000000001
mia,45,0.903,0.012
gs,44,0.795,0.027999999999999997
ny,44,0.8,0.011000000000000001
phx,43,0.7190000000000001,0.024
atl,42,0.6659999999999999,0.004
no,42,0.534,0.002
dal,42,0.5770000000000001,0.005
por,41,0.425,0.004
uta,41,0.381,0.002
lal,40,0.33399999999999996,0.006
min,40,0.345,0.004
tor,39,0.20800000000000002,0
wsh,38,0.163,0
chi,38,0.156,0
ind,38,0.128,0
okc,37,0.045,0
orl,31,0.001,0
cha,27,0,0
sa,23,0,0
det,23,0,0
hou,19,0,0
