unit,wins,make_playoffs,win_finals
bos,61,1,0.20800000000000002
phi,54,0.997,0.09699999999999999
den,52,0.995,0.10300000000000001
mil,51,0.986,0.131
min,49,0.9590000000000001,0.066
dal,48,0.927,0.040999999999999995
mia,47,0.883,0.027999999999999997
cle,47,0.867,0.045
ny,46,0.831,0.017
bkn,46,0.818,0.022000000000000002
phx,45,0.8109999999999999,0.019
gs,45,0.8340000000000001,0.057
okc,45,0.794,0.015
atl,45,0.759,0.019
lac,45,0.792,0.068
ind,43,0.6,0.01
sac,43,0.624,0.02
lal,42,0.5579999999999999,0.024
no,41,0.47200000000000003,0.008
hou,36,0.111,0.001
tor,36,0.126,0
orl,36,0.11199999999999999,0
uta,35,0.084,0.002
mem,34,0.04,0.001
chi,32,0.02,0
cha,28,0.002,0
det,26,0.001,0
wsh,26,0.001,0
por,25,0,0
sa,20,0,0
