unit,wins,make_playoffs,win_finals
bos,64,1,0.303
min,57,1,0.092
cle,57,1,0.129
lac,56,1,0.155
okc,56,1,0.023
den,51,0.981,0.038
no,50,0.932,0.013000000000000001
mil,49,0.997,0.099
ny,49,0.9940000000000001,0.016
phx,48,0.836,0.015
dal,47,0.7959999999999999,0.026000000000000002
phi,47,0.9790000000000001,0.032
orl,45,0.919,0.002
gs,45,0.514,0.024
lal,45,0.513,0.017
sac,44,0.418,0.002
mia,44,0.899,0.008
ind,44,0.879,0.006
uta,38,0.01,0
chi,38,0.163,0
hou,36,0.001,0
atl,36,0.135,0.001
bkn,33,0.03,0
tor,30,0.005,0
mem,29,0,0
por,24,0,0
cha,18,0,0
sa,18,0,0
det,16,0,0
wsh,16,0,0
