unit,wins,make_playoffs,win_finals
bos,58,1,0.251
mil,56,1,0.113
den,55,1,0.098
cle,52,1,0.085
phi,52,0.9990000000000001,0.035
mem,49,0.9990000000000001,0.031
lac,48,0.997,0.271
bkn,47,0.981,0.003
ny,47,0.983,0.063
dal,44,0.9079999999999999,0.013999999999999999
phx,44,0.888,0.01
mia,44,0.7959999999999999,0.003
sac,44,0.7829999999999999,0.002
gs,42,0.633,0.01
no,42,0.49700000000000005,0
lal,41,0.474,0.006999999999999999
atl,40,0.43200000000000005,0.001
min,40,0.32899999999999996,0
tor,40,0.45,0.001
wsh,40,0.29100000000000004,0
uta,40,0.22,0
por,39,0.177,0
okc,38,0.09699999999999999,0
chi,36,0.054000000000000006,0
ind,35,0.012,0
orl,34,0.002,0
cha,24,0,0
det,21,0,0
sa,19,0,0
hou,18,0,0
