unit,wins,make_playoffs,win_finals
bos,64,1,0.308
okc,55,1,0.027999999999999997
den,54,1,0.091
lac,54,0.9990000000000001,0.157
min,54,0.9990000000000001,0.051
mil,53,0.9990000000000001,0.146
phi,52,0.997,0.068
cle,49,0.9740000000000001,0.049
ny,48,0.93,0.004
mia,47,0.9309999999999999,0.02
no,47,0.887,0.011000000000000001
ind,45,0.7929999999999999,0.006999999999999999
sac,45,0.748,0.009000000000000001
orl,44,0.647,0.003
dal,44,0.6679999999999999,0.008
gs,44,0.6759999999999999,0.025
phx,43,0.593,0.006999999999999999
bkn,40,0.294,0.002
hou,40,0.21600000000000003,0.001
atl,39,0.228,0.003
lal,39,0.185,0.002
tor,38,0.16899999999999998,0.002
chi,36,0.037000000000000005,0
uta,35,0.027000000000000003,0
mem,31,0.001,0
cha,23,0,0
por,21,0,0
wsh,18,0,0
det,15,0,0
sa,15,0,0
