unit,wins,make_playoffs,win_finals
bos,65,1,0.319
okc,57,1,0.032
lac,57,1,0.20199999999999999
cle,54,1,0.091
min,54,1,0.044000000000000004
phi,54,1,0.068
den,53,0.9990000000000001,0.065
mil,52,1,0.091
ny,50,0.998,0.009000000000000001
no,49,0.9640000000000001,0.013999999999999999
ind,46,0.972,0.013000000000000001
phx,45,0.759,0.008
sac,44,0.573,0.006
dal,44,0.5720000000000001,0.006
gs,42,0.462,0.017
uta,42,0.34,0.003
orl,41,0.7120000000000001,0.001
mia,41,0.7759999999999999,0.005
lal,41,0.273,0.006
chi,38,0.319,0
hou,38,0.059000000000000004,0
tor,34,0.079,0
bkn,34,0.08900000000000001,0
atl,33,0.055,0
mem,32,0,0
por,23,0,0
cha,19,0,0
sa,18,0,0
wsh,16,0,0
det,16,0,0
