unit,wins,make_playoffs,win_finals
bos,59,1,0.41
phi,52,0.998,0.11900000000000001
cle,52,0.998,0.073
mem,51,0.987,0.073
bkn,50,0.9940000000000001,0.037000000000000005
mil,50,0.988,0.024
den,49,0.963,0.026000000000000002
phx,48,0.961,0.092
dal,47,0.945,0.07200000000000001
no,47,0.91,0.021
uta,44,0.6890000000000001,0.006999999999999999
lac,44,0.662,0.008
por,43,0.638,0.005
ny,43,0.746,0.006
atl,42,0.6759999999999999,0.006999999999999999
sac,42,0.469,0.002
gs,42,0.508,0.01
mia,42,0.649,0.003
tor,41,0.541,0.004
min,40,0.239,0.001
ind,38,0.21100000000000002,0
chi,36,0.11199999999999999,0
wsh,36,0.083,0
lal,35,0.028999999999999998,0
orl,31,0.004,0
okc,30,0,0
cha,29,0.002,0
hou,24,0,0
sa,24,0,0
det,21,0,0
