unit,wins,make_playoffs,win_finals
bos,64,1,0.301
lac,57,1,0.218
cle,55,1,0.107
okc,55,1,0.023
min,55,1,0.063
den,54,1,0.064
ny,52,1,0.013999999999999999
mil,51,0.9990000000000001,0.08800000000000001
phi,50,0.9990000000000001,0.043
no,48,0.963,0.013999999999999999
ind,46,0.975,0.015
phx,46,0.8909999999999999,0.009000000000000001
sac,44,0.624,0.005
dal,42,0.473,0.004
orl,42,0.775,0.001
gs,42,0.493,0.018000000000000002
uta,41,0.298,0.003
mia,41,0.73,0.005
lal,40,0.203,0.004
hou,38,0.054000000000000006,0
chi,37,0.237,0
bkn,35,0.11800000000000001,0
atl,34,0.092,0
tor,34,0.07400000000000001,0
mem,31,0,0
por,25,0,0
sa,18,0,0
wsh,18,0,0
cha,18,0,0
det,16,0,0
