unit,wins,make_playoffs,win_finals
bos,63,1,0.307
okc,57,1,0.036000000000000004
lac,55,1,0.172
den,54,1,0.081
min,54,1,0.051
mil,53,0.9990000000000001,0.127
phi,52,0.998,0.064
no,51,0.995,0.026000000000000002
cle,49,0.978,0.047
ny,48,0.9640000000000001,0.009000000000000001
mia,47,0.9520000000000001,0.02
ind,47,0.9209999999999999,0.009000000000000001
dal,43,0.642,0.008
gs,43,0.628,0.022000000000000002
sac,43,0.596,0.006
orl,42,0.606,0.003
phx,42,0.45399999999999996,0.003
uta,41,0.389,0.003
lal,38,0.16,0.003
tor,38,0.255,0.001
hou,38,0.135,0.001
chi,38,0.14400000000000002,0
bkn,36,0.127,0.001
atl,35,0.057,0
mem,29,0,0
cha,20,0,0
wsh,20,0,0
por,20,0,0
sa,18,0,0
det,13,0,0
