unit,wins,make_playoffs,win_finals
bos,65,1,0.371
okc,57,1,0.038
min,57,1,0.08800000000000001
lac,55,1,0.124
cle,55,1,0.10400000000000001
den,52,0.9940000000000001,0.037000000000000005
ny,50,0.995,0.022000000000000002
mil,49,0.9940000000000001,0.087
no,49,0.893,0.012
dal,48,0.867,0.026000000000000002
orl,47,0.9590000000000001,0.003
phi,46,0.9640000000000001,0.026000000000000002
phx,46,0.677,0.008
gs,46,0.652,0.027999999999999997
mia,45,0.912,0.009000000000000001
sac,45,0.473,0.003
ind,44,0.88,0.006
lal,44,0.441,0.011000000000000001
chi,38,0.134,0
uta,37,0.001,0
hou,36,0.002,0
atl,35,0.129,0.001
bkn,32,0.02,0
tor,31,0.015,0
mem,29,0,0
por,22,0,0
cha,19,0,0
sa,18,0,0
det,16,0,0
wsh,16,0,0
