unit,wins,make_playoffs,win_finals
bos,65,1,0.386
okc,57,1,0.038
min,57,1,0.078
lac,56,1,0.125
cle,55,1,0.098
den,52,0.996,0.044000000000000004
ny,50,0.996,0.024
mil,49,0.995,0.087
no,48,0.894,0.008
dal,48,0.861,0.025
orl,48,0.9640000000000001,0.003
phi,46,0.955,0.022000000000000002
phx,46,0.65,0.008
gs,46,0.667,0.026000000000000002
sac,45,0.498,0.002
mia,45,0.9109999999999999,0.008
ind,45,0.8809999999999999,0.006
lal,44,0.43,0.01
chi,38,0.133,0
uta,37,0.001,0
hou,36,0.003,0
atl,35,0.131,0.001
tor,32,0.021,0
bkn,31,0.013999999999999999,0
mem,29,0,0
por,22,0,0
cha,19,0,0
sa,18,0,0
det,16,0,0
wsh,16,0,0
