unit,wins,make_playoffs,win_finals
bos,63,1,0.298
lac,57,1,0.21899999999999997
cle,55,1,0.102
okc,55,1,0.022000000000000002
den,54,1,0.07
min,54,1,0.055999999999999994
mil,52,1,0.10300000000000001
ny,52,0.9990000000000001,0.011000000000000001
phi,51,0.9990000000000001,0.044000000000000004
no,48,0.941,0.013999999999999999
ind,46,0.973,0.013000000000000001
phx,45,0.77,0.009000000000000001
sac,44,0.6709999999999999,0.006
dal,44,0.609,0.006
orl,42,0.784,0.002
gs,42,0.36200000000000004,0.013000000000000001
uta,42,0.317,0.003
lal,41,0.254,0.004
mia,40,0.653,0.004
hou,38,0.078,0
chi,38,0.315,0
bkn,35,0.161,0
atl,34,0.068,0
tor,33,0.048,0
mem,31,0,0
por,24,0,0
sa,19,0,0
cha,18,0,0
wsh,18,0,0
det,16,0,0
