unit,wins,make_playoffs,win_finals
bos,57,1,0.188
phi,55,0.997,0.11199999999999999
mil,52,0.987,0.14800000000000002
min,51,0.982,0.078
okc,50,0.97,0.031
phx,50,0.9640000000000001,0.037000000000000005
den,49,0.9540000000000001,0.077
mia,48,0.879,0.035
atl,46,0.754,0.024
bkn,46,0.753,0.022000000000000002
cle,46,0.752,0.034
ny,45,0.643,0.011000000000000001
ind,44,0.597,0.01
gs,44,0.7340000000000001,0.044000000000000004
no,44,0.677,0.018000000000000002
lac,44,0.711,0.061
orl,44,0.499,0.005
dal,43,0.624,0.018000000000000002
sac,43,0.5920000000000001,0.019
lal,43,0.586,0.027000000000000003
tor,39,0.136,0.001
hou,38,0.193,0.002
mem,31,0.006,0
uta,31,0.006999999999999999,0
chi,30,0.002,0
cha,28,0,0
wsh,24,0,0
por,24,0,0
det,23,0,0
sa,18,0,0
