unit,wins,make_playoffs,win_finals
bos,64,1,0.429
den,57,1,0.11699999999999999
okc,57,1,0.131
min,56,1,0.059000000000000004
lac,51,1,0.033
dal,50,1,0.057
ny,50,1,0.023
no,49,0.619,0.006
mil,49,1,0.013000000000000001
phx,49,1,0.009000000000000001
cle,48,1,0.039
ind,47,1,0.02
lal,47,1,0.006999999999999999
orl,47,1,0.002
phi,47,1,0.04
gs,46,0,0
mia,46,0.626,0.013999999999999999
sac,46,0.381,0.001
hou,41,0,0
chi,39,0.374,0
atl,36,0,0
bkn,32,0,0
uta,31,0,0
mem,27,0,0
tor,25,0,0
sa,22,0,0
por,21,0,0
cha,21,0,0
wsh,15,0,0
det,14,0,0
