unit,wins,make_playoffs,win_finals
bos,61,1,0.215
den,54,0.998,0.107
phi,53,0.993,0.08900000000000001
mil,50,0.97,0.12
min,49,0.9670000000000001,0.062
dal,48,0.943,0.038
gs,47,0.9059999999999999,0.065
cle,47,0.882,0.049
bkn,46,0.8390000000000001,0.021
atl,46,0.826,0.027000000000000003
mia,46,0.83,0.027999999999999997
lac,45,0.825,0.071
ny,44,0.74,0.016
phx,44,0.737,0.017
okc,43,0.67,0.01
ind,43,0.635,0.012
sac,42,0.625,0.019
lal,42,0.5720000000000001,0.021
no,40,0.43200000000000005,0.008
hou,37,0.19,0.002
tor,36,0.139,0.001
orl,36,0.092,0
uta,35,0.08199999999999999,0.002
mem,34,0.053,0.002
chi,33,0.040999999999999995,0
cha,30,0.009000000000000001,0
wsh,27,0.002,0
det,26,0.001,0
por,26,0,0
sa,21,0,0
