unit,wins,make_playoffs,win_finals
bos,64,1,0.36700000000000005
min,58,1,0.092
okc,57,1,0.03
cle,56,1,0.114
lac,55,1,0.126
den,51,0.983,0.034
no,50,0.946,0.013000000000000001
ny,50,0.997,0.025
mil,48,0.991,0.077
dal,48,0.841,0.027999999999999997
phx,47,0.7340000000000001,0.01
orl,47,0.9670000000000001,0.002
gs,46,0.674,0.031
phi,46,0.953,0.023
sac,45,0.43700000000000006,0.004
ind,44,0.893,0.006
mia,44,0.888,0.006999999999999999
lal,44,0.382,0.012
chi,37,0.13699999999999998,0
uta,36,0.001,0
atl,36,0.153,0
hou,36,0.002,0
bkn,32,0.013999999999999999,0
tor,31,0.006,0
mem,30,0,0
por,22,0,0
cha,20,0,0
sa,18,0,0
det,16,0,0
wsh,16,0,0
