unit,wins,make_playoffs,win_finals
bos,65,1,0.514
min,57,1,0.07
okc,57,1,0.028999999999999998
den,56,1,0.059000000000000004
lac,52,0.9990000000000001,0.061
mil,51,1,0.11
no,50,0.985,0.009000000000000001
cle,50,1,0.048
dal,50,0.991,0.03
ny,49,0.9990000000000001,0.024
phx,47,0.718,0.006
orl,47,0.9640000000000001,0.001
ind,46,0.946,0.003
sac,46,0.49200000000000005,0.001
mia,46,0.9420000000000001,0.006999999999999999
lal,46,0.47700000000000004,0.009000000000000001
gs,45,0.311,0.009000000000000001
phi,44,0.8590000000000001,0.006999999999999999
hou,42,0.027000000000000003,0
chi,38,0.096,0
atl,38,0.195,0.001
bkn,32,0,0
uta,31,0,0
mem,27,0,0
tor,25,0,0
por,21,0,0
sa,20,0,0
cha,19,0,0
wsh,16,0,0
det,15,0,0
