unit,wins,make_playoffs,win_finals
bos,64,1,0.363
okc,57,1,0.128
den,57,1,0.10400000000000001
min,57,1,0.076
lac,52,1,0.045
dal,50,1,0.062
ny,50,1,0.022000000000000002
no,50,0.978,0.016
mil,49,1,0.016
cle,49,1,0.046
phx,48,0.877,0.009000000000000001
phi,47,0.934,0.035
orl,47,0.946,0.004
ind,47,0.973,0.018000000000000002
lal,46,0.473,0.004
mia,46,0.903,0.052000000000000005
gs,46,0.253,0.001
sac,46,0.42,0.002
hou,40,0,0
chi,39,0.158,0
atl,36,0.086,0
bkn,32,0,0
uta,31,0,0
mem,27,0,0
tor,25,0,0
sa,22,0,0
por,21,0,0
cha,20,0,0
wsh,15,0,0
det,14,0,0
