unit,wins,make_playoffs,win_finals
bos,64,1,0.309
min,58,1,0.10099999999999999
cle,57,1,0.133
lac,56,1,0.156
okc,55,1,0.017
den,51,0.9790000000000001,0.03
no,50,0.934,0.013000000000000001
ny,49,0.996,0.018000000000000002
mil,48,0.996,0.08
phx,48,0.815,0.013999999999999999
dal,47,0.78,0.027000000000000003
phi,47,0.976,0.035
gs,46,0.598,0.028999999999999998
orl,45,0.925,0.003
lal,45,0.484,0.018000000000000002
sac,45,0.40299999999999997,0.003
mia,44,0.898,0.008
ind,44,0.879,0.006
uta,38,0.006999999999999999,0
chi,38,0.159,0
hou,36,0.001,0
atl,36,0.134,0
bkn,33,0.035,0
mem,30,0,0
tor,30,0.003,0
por,23,0,0
cha,19,0,0
sa,18,0,0
det,16,0,0
wsh,16,0,0
