unit,wins,make_playoffs,win_finals
bos,56,0.9990000000000001,0.16
den,53,0.993,0.1
mil,52,0.991,0.135
phi,52,0.991,0.084
gs,51,0.9790000000000001,0.09699999999999999
cle,48,0.9570000000000001,0.066
lac,48,0.919,0.061
atl,46,0.904,0.034
phx,45,0.7759999999999999,0.025
lal,45,0.77,0.043
dal,44,0.758,0.027999999999999997
bkn,44,0.804,0.021
min,44,0.742,0.04
mia,44,0.78,0.027999999999999997
sac,43,0.6709999999999999,0.022000000000000002
no,41,0.507,0.013000000000000001
okc,41,0.488,0.008
ny,41,0.56,0.011000000000000001
ind,39,0.413,0.008
mem,38,0.239,0.008
orl,37,0.226,0.003
uta,36,0.145,0.004
chi,36,0.175,0.001
tor,36,0.155,0.002
det,31,0.018000000000000002,0
por,30,0.01,0
wsh,30,0.016,0
cha,30,0.012,0
hou,28,0.003,0
sa,23,0,0
