unit,wins,make_playoffs,win_finals
bos,57,1,0.301
den,53,1,0.047
phi,52,1,0.159
mem,52,1,0.13699999999999998
mil,50,0.998,0.022000000000000002
bkn,50,0.997,0.045
cle,49,0.993,0.043
lac,46,0.968,0.11900000000000001
sac,46,0.914,0.009000000000000001
mia,46,0.925,0.013999999999999999
phx,44,0.858,0.045
gs,44,0.836,0.025
ny,43,0.735,0.012
dal,42,0.601,0.005
uta,41,0.47600000000000003,0.002
atl,41,0.5379999999999999,0.003
min,40,0.35200000000000004,0.004
lal,40,0.335,0.003
por,40,0.33899999999999997,0.003
no,40,0.29100000000000004,0.001
wsh,40,0.303,0
tor,39,0.22899999999999998,0.001
chi,38,0.175,0
ind,37,0.105,0
okc,36,0.032,0
orl,31,0.001,0
cha,27,0,0
sa,22,0,0
det,22,0,0
hou,20,0,0
