unit,wins,make_playoffs,win_finals
bos,59,1,0.196
lac,52,0.99,0.128
phi,52,0.995,0.079
mil,50,0.988,0.12
gs,50,0.972,0.07400000000000001
den,50,0.975,0.083
atl,47,0.924,0.032
cle,46,0.9179999999999999,0.049
dal,45,0.8290000000000001,0.027999999999999997
lal,45,0.8190000000000001,0.042
bkn,45,0.879,0.026000000000000002
min,45,0.805,0.04
phx,43,0.677,0.016
sac,43,0.655,0.022000000000000002
mia,42,0.72,0.02
no,42,0.55,0.011000000000000001
ny,40,0.542,0.01
okc,39,0.33399999999999996,0.004
tor,38,0.381,0.004
uta,38,0.23,0.005
ind,37,0.25,0.005
mem,36,0.149,0.003
orl,36,0.18899999999999997,0.002
chi,36,0.17300000000000001,0.001
por,31,0.01,0
wsh,30,0.017,0
hou,30,0.006999999999999999,0
cha,30,0.016,0
det,29,0.01,0
sa,24,0,0
