unit,wins,make_playoffs,win_finals
mil,58,1,0.132
bos,56,1,0.165
phi,55,1,0.217
den,54,1,0.061
cle,51,1,0.063
mem,50,1,0.043
sac,50,1,0.015
ny,49,1,0.064
bkn,46,0.9620000000000001,0.001
lac,44,0.988,0.175
phx,44,0.973,0.024
mia,43,0.7809999999999999,0.001
dal,42,0.887,0.013000000000000001
gs,42,0.792,0.01
tor,42,0.544,0.004
atl,41,0.45299999999999996,0
lal,40,0.48200000000000004,0.008
min,40,0.391,0.003
okc,39,0.204,0
chi,39,0.23399999999999999,0.001
uta,39,0.174,0
no,38,0.091,0
wsh,37,0.013999999999999999,0
por,36,0.018000000000000002,0
ind,36,0.013000000000000001,0
orl,34,0,0
cha,24,0,0
hou,21,0,0
sa,20,0,0
det,18,0,0
