unit,wins,make_playoffs,win_finals
bos,57,1,0.353
cle,52,0.998,0.09699999999999999
bkn,52,0.997,0.044000000000000004
phi,51,0.997,0.129
mem,51,0.995,0.08199999999999999
den,49,0.978,0.03
dal,48,0.958,0.068
mil,48,0.951,0.011000000000000001
lac,46,0.872,0.049
mia,46,0.9159999999999999,0.024
no,46,0.8190000000000001,0.011000000000000001
phx,46,0.866,0.057999999999999996
gs,44,0.7829999999999999,0.026000000000000002
sac,43,0.5710000000000001,0.003
ny,43,0.672,0.005
por,43,0.5670000000000001,0.004
ind,42,0.597,0.001
uta,41,0.345,0.003
tor,39,0.302,0.001
min,39,0.165,0.001
atl,39,0.248,0.001
wsh,39,0.231,0
lal,38,0.081,0.001
chi,36,0.092,0
okc,30,0.001,0
orl,27,0,0
cha,26,0,0
sa,24,0,0
hou,23,0,0
det,22,0,0
