unit,wins,make_playoffs,win_finals
mil,58,1,0.18100000000000002
bos,56,1,0.195
den,56,1,0.107
phi,53,1,0.092
cle,52,1,0.061
mem,49,1,0.040999999999999995
ny,48,0.9990000000000001,0.07200000000000001
sac,48,0.997,0.009000000000000001
phx,46,0.993,0.032
bkn,46,0.9690000000000001,0.003
lac,45,0.981,0.175
dal,43,0.8490000000000001,0.012
mia,43,0.7040000000000001,0.002
gs,42,0.773,0.009000000000000001
atl,42,0.55,0.001
tor,41,0.45899999999999996,0.003
min,41,0.488,0.003
lal,40,0.415,0.003
no,40,0.276,0.001
chi,39,0.198,0.001
wsh,38,0.094,0
por,38,0.11599999999999999,0
uta,38,0.066,0
okc,38,0.045,0
ind,37,0.027000000000000003,0
orl,33,0,0
cha,26,0,0
sa,20,0,0
hou,19,0,0
det,18,0,0
