unit,wins,make_playoffs,win_finals
bos,63,1,0.29
lac,56,1,0.183
okc,56,1,0.027999999999999997
min,55,1,0.055
den,55,1,0.092
phi,55,1,0.085
cle,52,1,0.071
mil,51,0.9990000000000001,0.111
no,50,0.986,0.018000000000000002
ny,48,0.973,0.005
ind,46,0.941,0.012
mia,44,0.889,0.008
dal,44,0.723,0.009000000000000001
phx,43,0.601,0.005
uta,42,0.517,0.005
sac,42,0.45399999999999996,0.004
orl,42,0.655,0.001
gs,42,0.47100000000000003,0.013000000000000001
lal,39,0.17600000000000002,0.003
chi,37,0.183,0
hou,37,0.061,0
tor,37,0.168,0.001
bkn,35,0.109,0.001
atl,35,0.084,0
mem,34,0.011000000000000001,0
por,22,0,0
cha,20,0,0
wsh,18,0,0
sa,16,0,0
det,15,0,0
