unit,wins,make_playoffs,win_finals
bos,64,1,0.315
okc,57,1,0.027999999999999997
lac,56,1,0.19699999999999998
min,54,0.9990000000000001,0.045
phi,53,1,0.065
cle,53,1,0.083
den,53,0.9990000000000001,0.061
mil,53,1,0.11199999999999999
no,51,0.993,0.023
ny,50,0.998,0.01
phx,46,0.802,0.006999999999999999
ind,45,0.941,0.013000000000000001
sac,44,0.58,0.005
dal,42,0.433,0.005
gs,42,0.48200000000000004,0.017
uta,42,0.379,0.004
orl,42,0.762,0.001
lal,41,0.309,0.006
mia,41,0.753,0.006
chi,38,0.306,0
hou,36,0.025,0
tor,34,0.10800000000000001,0
bkn,34,0.085,0
atl,33,0.047,0
mem,31,0,0
por,24,0,0
cha,20,0,0
sa,18,0,0
wsh,16,0,0
det,16,0,0
