unit,wins,make_playoffs,win_finals
bos,57,1,0.264
mil,56,1,0.136
den,53,1,0.069
cle,52,1,0.081
phi,50,0.998,0.036000000000000004
mem,50,0.998,0.064
bkn,48,0.981,0.01
lac,47,0.983,0.218
dal,46,0.966,0.027000000000000003
ny,45,0.905,0.043
mia,44,0.8270000000000001,0.006999999999999999
phx,44,0.8809999999999999,0.017
sac,44,0.82,0.006
gs,42,0.67,0.01
atl,42,0.647,0.002
no,42,0.5579999999999999,0.004
min,41,0.39,0.001
tor,40,0.342,0.003
uta,40,0.25,0.001
por,40,0.24,0.001
lal,39,0.141,0.001
chi,39,0.172,0
okc,38,0.10300000000000001,0
wsh,37,0.083,0
orl,36,0.026000000000000002,0
ind,35,0.019,0
cha,24,0,0
det,21,0,0
hou,20,0,0
sa,19,0,0
