unit,wins,make_playoffs,win_finals
bos,65,1,0.461
okc,57,1,0.03
den,55,1,0.055999999999999994
min,55,1,0.055999999999999994
lac,54,0.9990000000000001,0.10800000000000001
cle,53,1,0.061
mil,51,1,0.113
no,50,0.9670000000000001,0.012
ny,48,0.992,0.017
orl,47,0.973,0.002
sac,47,0.731,0.006999999999999999
phx,46,0.677,0.006999999999999999
mia,46,0.956,0.009000000000000001
dal,46,0.684,0.017
gs,45,0.46799999999999997,0.015
lal,45,0.47200000000000003,0.013000000000000001
phi,45,0.9,0.015
ind,44,0.8059999999999999,0.004
chi,40,0.213,0
hou,37,0.001,0
atl,37,0.147,0
uta,35,0,0
bkn,33,0.013000000000000001,0
tor,29,0,0
mem,28,0,0
por,23,0,0
sa,18,0,0
cha,18,0,0
det,17,0,0
wsh,15,0,0
