unit,wins,make_playoffs,win_finals
bos,60,1,0.445
den,53,1,0.06
mem,53,1,0.129
phi,53,1,0.159
cle,50,0.997,0.042
bkn,50,0.995,0.025
mil,48,0.986,0.008
sac,46,0.9059999999999999,0.011000000000000001
mia,45,0.8959999999999999,0.013000000000000001
lac,44,0.812,0.032
no,44,0.7240000000000001,0.003
gs,43,0.736,0.022000000000000002
phx,43,0.7559999999999999,0.02
dal,42,0.639,0.005
atl,42,0.711,0.003
ny,42,0.722,0.006
lal,42,0.496,0.011000000000000001
uta,40,0.366,0.001
min,40,0.268,0.003
por,40,0.26,0.002
chi,39,0.29100000000000004,0
tor,38,0.17800000000000002,0
ind,38,0.138,0
okc,36,0.037000000000000005,0
wsh,36,0.087,0
orl,30,0,0
cha,28,0,0
sa,24,0,0
det,22,0,0
hou,19,0,0
