unit,wins,make_playoffs,win_finals
bos,58,1,0.301
phi,54,1,0.223
den,52,1,0.045
mem,52,1,0.127
mil,50,0.998,0.018000000000000002
cle,50,0.997,0.038
bkn,50,0.996,0.034
lac,46,0.9540000000000001,0.10800000000000001
sac,45,0.878,0.009000000000000001
mia,45,0.867,0.01
gs,44,0.8340000000000001,0.025
phx,44,0.831,0.036000000000000004
ny,43,0.7609999999999999,0.008
dal,42,0.564,0.004
atl,41,0.54,0.003
uta,41,0.526,0.001
min,41,0.479,0.004
no,40,0.33799999999999997,0.001
por,40,0.315,0.001
tor,40,0.301,0.001
lal,39,0.237,0.003
chi,39,0.23399999999999999,0.001
wsh,39,0.21,0
ind,37,0.095,0
okc,37,0.045,0
orl,30,0,0
cha,28,0,0
sa,23,0,0
det,22,0,0
hou,20,0,0
