unit,wins,make_playoffs,win_finals
bos,60,1,0.209
den,54,0.9990000000000001,0.11
phi,54,0.996,0.09699999999999999
min,50,0.976,0.067
mil,48,0.9209999999999999,0.10099999999999999
gs,47,0.94,0.068
dal,47,0.914,0.031
atl,46,0.863,0.027000000000000003
bkn,46,0.85,0.025
cle,46,0.86,0.047
mia,46,0.826,0.027999999999999997
lac,45,0.84,0.073
ny,44,0.6859999999999999,0.015
lal,44,0.754,0.033
ind,43,0.655,0.013000000000000001
okc,43,0.69,0.011000000000000001
sac,41,0.514,0.016
phx,41,0.525,0.011000000000000001
no,40,0.46299999999999997,0.01
tor,37,0.179,0.001
hou,37,0.215,0.003
orl,35,0.081,0.001
uta,35,0.10400000000000001,0.002
chi,35,0.076,0
mem,34,0.066,0.002
cha,30,0.006,0
wsh,28,0.002,0
por,27,0.001,0
det,26,0.001,0
sa,21,0,0
