unit,wins,make_playoffs,win_finals
bos,65,1,0.462
okc,57,1,0.03
den,56,1,0.066
min,54,1,0.055999999999999994
lac,54,0.9990000000000001,0.098
mil,52,1,0.124
cle,52,1,0.054000000000000006
no,50,0.986,0.012
ny,47,0.9790000000000001,0.013999999999999999
dal,47,0.8009999999999999,0.021
orl,46,0.958,0.002
phx,46,0.64,0.006
sac,46,0.637,0.004
lal,46,0.636,0.018000000000000002
mia,45,0.934,0.006999999999999999
phi,45,0.927,0.018000000000000002
ind,44,0.8540000000000001,0.003
gs,44,0.299,0.008
chi,40,0.17800000000000002,0
hou,38,0.002,0
atl,36,0.154,0
uta,35,0,0
bkn,33,0.017,0
tor,28,0,0
mem,27,0,0
por,24,0,0
sa,20,0,0
cha,20,0,0
det,16,0,0
wsh,16,0,0
