unit,wins,make_playoffs,win_finals
bos,58,1,0.309
phi,53,1,0.17300000000000001
den,52,1,0.047
mem,52,1,0.122
mil,50,0.997,0.021
bkn,50,0.997,0.040999999999999995
cle,50,0.998,0.049
lac,46,0.9540000000000001,0.10800000000000001
sac,46,0.915,0.01
mia,45,0.8690000000000001,0.01
phx,44,0.8759999999999999,0.053
gs,44,0.84,0.027999999999999997
ny,43,0.763,0.01
dal,42,0.6,0.004
uta,41,0.494,0.003
atl,41,0.539,0.003
min,40,0.355,0.003
por,40,0.39399999999999996,0.003
no,40,0.327,0.001
wsh,40,0.284,0.001
lal,39,0.214,0.001
tor,39,0.22699999999999998,0.001
chi,39,0.237,0.001
ind,37,0.09,0
okc,36,0.033,0
orl,31,0,0
cha,28,0,0
sa,22,0,0
det,22,0,0
hou,20,0,0
