unit,wins,make_playoffs,win_finals
mil,58,1,0.133
bos,56,1,0.157
phi,55,1,0.21899999999999997
den,54,1,0.053
cle,51,1,0.06
sac,50,1,0.013999999999999999
mem,50,1,0.04
ny,49,1,0.066
bkn,45,0.9540000000000001,0.001
lac,45,0.996,0.195
phx,44,0.9690000000000001,0.021
mia,44,0.833,0.002
dal,42,0.8809999999999999,0.012
gs,42,0.7609999999999999,0.01
tor,41,0.521,0.004
lal,41,0.5720000000000001,0.012
atl,41,0.39,0
okc,40,0.22899999999999998,0
min,40,0.332,0.002
chi,39,0.27,0.001
no,39,0.13,0
uta,39,0.122,0
wsh,37,0.018000000000000002,0
por,36,0.009000000000000001,0
ind,36,0.013999999999999999,0
orl,33,0,0
cha,24,0,0
sa,21,0,0
hou,21,0,0
det,18,0,0
