unit,wins,make_playoffs,win_finals
mil,58,1,0.19
bos,57,1,0.17800000000000002
den,57,1,0.12300000000000001
phi,52,1,0.045
cle,51,1,0.059000000000000004
ny,50,1,0.10800000000000001
mem,48,0.997,0.022000000000000002
sac,46,0.98,0.006999999999999999
bkn,45,0.934,0.001
phx,45,0.956,0.013999999999999999
lac,44,0.9570000000000001,0.19899999999999998
dal,44,0.937,0.018000000000000002
gs,44,0.9159999999999999,0.025
mia,43,0.722,0.002
min,42,0.631,0.005
tor,42,0.568,0.004
atl,41,0.483,0
no,40,0.273,0.001
lal,40,0.239,0.001
wsh,39,0.136,0
chi,38,0.152,0
uta,37,0.038,0
okc,37,0.03,0
por,37,0.048,0
ind,35,0.006999999999999999,0
orl,34,0.001,0
cha,24,0,0
sa,20,0,0
det,20,0,0
hou,18,0,0
