unit,wins,make_playoffs,win_finals
phi,60,1,0.158
bos,60,1,0.198
mil,55,0.9990000000000001,0.153
min,54,0.997,0.071
den,52,0.99,0.09
okc,50,0.968,0.021
lac,50,0.9670000000000001,0.11599999999999999
mia,47,0.8959999999999999,0.025
no,47,0.8740000000000001,0.016
bkn,47,0.899,0.018000000000000002
ny,46,0.8420000000000001,0.013000000000000001
dal,46,0.769,0.018000000000000002
cle,44,0.738,0.022000000000000002
sac,44,0.667,0.013000000000000001
gs,44,0.629,0.032
orl,43,0.53,0.002
phx,43,0.495,0.006999999999999999
atl,42,0.519,0.01
ind,42,0.49700000000000005,0.004
lal,42,0.47200000000000003,0.013000000000000001
hou,39,0.172,0.001
tor,36,0.053,0
chi,35,0.027999999999999997,0
mem,29,0.001,0
uta,28,0,0
cha,26,0,0
por,24,0,0
wsh,22,0,0
sa,16,0,0
det,15,0,0
