unit,wins,make_playoffs,win_finals
bos,64,1,0.27899999999999997
phi,58,1,0.11599999999999999
mil,57,1,0.17600000000000002
okc,54,0.9990000000000001,0.027999999999999997
min,54,0.9990000000000001,0.057
den,54,1,0.09300000000000001
lac,49,0.9790000000000001,0.1
mia,49,0.9790000000000001,0.027999999999999997
cle,46,0.93,0.027999999999999997
dal,45,0.799,0.016
no,44,0.748,0.011000000000000001
ny,43,0.695,0.002
sac,43,0.621,0.01
orl,43,0.685,0.003
ind,43,0.695,0.004
gs,43,0.642,0.024
lal,42,0.544,0.013000000000000001
phx,42,0.47,0.005
bkn,41,0.542,0.003
hou,39,0.185,0.002
atl,38,0.243,0.002
tor,37,0.132,0.001
chi,37,0.1,0
uta,33,0.009000000000000001,0
mem,32,0.006,0
por,25,0,0
cha,23,0,0
wsh,22,0,0
sa,15,0,0
det,15,0,0
