unit,wins,make_playoffs,win_finals
bos,60,1,0.429
den,54,1,0.081
mem,54,1,0.121
phi,52,1,0.15
cle,50,0.992,0.044000000000000004
bkn,49,0.987,0.019
mil,49,0.985,0.013999999999999999
sac,46,0.925,0.015
mia,45,0.8809999999999999,0.013000000000000001
no,44,0.8059999999999999,0.006999999999999999
gs,44,0.795,0.033
atl,44,0.785,0.006999999999999999
dal,43,0.7559999999999999,0.008
ny,43,0.759,0.011000000000000001
lac,43,0.6940000000000001,0.019
phx,42,0.628,0.019
por,40,0.41100000000000003,0.004
uta,40,0.39299999999999996,0.002
lal,40,0.302,0.003
min,40,0.26,0.003
chi,39,0.26,0.001
ind,38,0.157,0
tor,38,0.14800000000000002,0.001
okc,36,0.031,0
wsh,36,0.046,0
orl,30,0,0
cha,26,0,0
sa,24,0,0
det,22,0,0
hou,20,0,0
