unit,wins,make_playoffs,win_finals
bos,59,1,0.19899999999999998
den,54,1,0.11199999999999999
phi,53,0.996,0.08900000000000001
gs,50,0.9840000000000001,0.08199999999999999
min,48,0.9640000000000001,0.059000000000000004
mil,48,0.943,0.10099999999999999
dal,47,0.946,0.035
lac,47,0.95,0.094
cle,47,0.909,0.054000000000000006
atl,46,0.85,0.028999999999999998
bkn,45,0.835,0.021
mia,44,0.789,0.027999999999999997
phx,43,0.731,0.016
ny,42,0.607,0.012
ind,42,0.562,0.01
okc,41,0.5720000000000001,0.009000000000000001
lal,41,0.612,0.023
no,39,0.425,0.006999999999999999
sac,38,0.365,0.006999999999999999
tor,38,0.237,0.002
hou,36,0.209,0.003
orl,36,0.156,0.001
chi,35,0.091,0
uta,35,0.127,0.002
mem,34,0.113,0.002
cha,31,0.012,0
wsh,30,0.012,0
por,28,0.004,0
det,27,0.002,0
sa,24,0,0
