unit,wins,make_playoffs,win_finals
bos,58,1,0.342
den,53,1,0.059000000000000004
mil,52,1,0.026000000000000002
phi,52,1,0.147
cle,51,0.9990000000000001,0.075
mem,49,0.993,0.07
bkn,48,0.981,0.015
lac,47,0.987,0.139
sac,45,0.858,0.006999999999999999
phx,45,0.883,0.040999999999999995
mia,44,0.843,0.01
dal,44,0.785,0.015
ny,43,0.7709999999999999,0.015
gs,43,0.6629999999999999,0.015
atl,42,0.655,0.006
no,42,0.457,0.003
lal,41,0.414,0.01
min,41,0.376,0.003
por,40,0.326,0.003
uta,40,0.24,0.001
chi,40,0.33799999999999997,0.001
tor,39,0.268,0.001
wsh,38,0.099,0
ind,36,0.045,0
okc,36,0.019,0
orl,33,0.003,0
cha,26,0,0
det,21,0,0
sa,21,0,0
hou,20,0,0
