unit,wins,make_playoffs,win_finals
bos,64,1,0.28600000000000003
phi,58,1,0.122
mil,55,1,0.14300000000000002
den,54,0.9990000000000001,0.095
min,54,1,0.061
okc,52,0.996,0.024
lac,49,0.982,0.102
mia,49,0.972,0.027000000000000003
cle,46,0.893,0.027999999999999997
ny,46,0.835,0.005
gs,46,0.8740000000000001,0.043
no,45,0.774,0.011000000000000001
orl,44,0.713,0.004
dal,44,0.722,0.012
bkn,43,0.659,0.005
sac,42,0.5329999999999999,0.006999999999999999
lal,42,0.544,0.015
ind,41,0.445,0.003
hou,40,0.33899999999999997,0.002
atl,40,0.348,0.004
phx,39,0.217,0.002
chi,37,0.099,0
tor,35,0.036000000000000004,0
mem,33,0.013000000000000001,0
uta,32,0.005,0
por,26,0,0
cha,23,0,0
wsh,22,0,0
sa,14,0,0
det,14,0,0
