unit,wins,make_playoffs,win_finals
mil,59,1,0.18600000000000003
bos,56,1,0.191
den,55,1,0.095
phi,54,1,0.099
cle,51,1,0.059000000000000004
mem,49,1,0.04
ny,48,0.997,0.071
sac,48,0.998,0.006999999999999999
bkn,47,0.977,0.003
phx,46,0.9890000000000001,0.032
lac,45,0.982,0.185
mia,44,0.789,0.001
dal,42,0.7879999999999999,0.01
atl,42,0.634,0.002
gs,42,0.733,0.009000000000000001
lal,42,0.629,0.006
min,40,0.39899999999999997,0.002
tor,40,0.322,0.001
no,40,0.25,0
chi,39,0.192,0.001
por,38,0.12,0.001
wsh,38,0.065,0
uta,38,0.061,0
okc,38,0.051,0
ind,36,0.025,0
orl,33,0,0
cha,26,0,0
sa,21,0,0
hou,19,0,0
det,18,0,0
