unit,wins,make_playoffs,win_finals
bos,56,0.9990000000000001,0.18
phi,54,0.991,0.095
mil,53,0.992,0.16899999999999998
okc,50,0.97,0.033
min,50,0.9640000000000001,0.071
mia,49,0.9359999999999999,0.039
den,49,0.946,0.083
phx,48,0.93,0.038
cle,47,0.826,0.044000000000000004
dal,46,0.82,0.028999999999999998
atl,46,0.7340000000000001,0.022000000000000002
no,45,0.779,0.022000000000000002
ny,45,0.6920000000000001,0.013999999999999999
ind,44,0.595,0.01
bkn,44,0.6,0.012
gs,44,0.715,0.043
lac,43,0.63,0.052000000000000005
sac,43,0.578,0.018000000000000002
orl,43,0.439,0.004
lal,42,0.47600000000000003,0.019
tor,39,0.195,0.001
hou,38,0.17300000000000001,0.002
mem,32,0.013999999999999999,0.001
uta,31,0.006,0
chi,30,0.002,0
cha,28,0.001,0
wsh,25,0,0
por,24,0,0
det,23,0,0
sa,18,0,0
