unit,wins,make_playoffs,win_finals
bos,66,1,0.5379999999999999
den,57,1,0.07400000000000001
min,56,1,0.066
okc,56,1,0.019
lac,52,1,0.055
dal,50,0.9990000000000001,0.031
mil,49,1,0.096
phx,49,0.93,0.01
cle,49,0.9990000000000001,0.038
ny,48,0.988,0.006
no,48,0.738,0.006
orl,47,0.9520000000000001,0.002
lal,47,0.62,0.013999999999999999
sac,46,0.408,0.001
mia,46,0.953,0.013999999999999999
ind,46,0.932,0.006
phi,46,0.914,0.017
gs,46,0.305,0.009000000000000001
hou,41,0,0
chi,39,0.11,0
atl,38,0.152,0
bkn,33,0,0
uta,30,0,0
mem,28,0,0
tor,25,0,0
por,22,0,0
sa,21,0,0
cha,20,0,0
wsh,16,0,0
det,14,0,0
