unit,wins,make_playoffs,win_finals
bos,58,1,0.193
den,54,0.998,0.10400000000000001
phi,53,0.997,0.092
gs,51,0.991,0.08199999999999999
mil,51,0.9890000000000001,0.122
lac,50,0.978,0.107
atl,47,0.935,0.034
min,47,0.934,0.054000000000000006
cle,46,0.893,0.046
dal,46,0.8909999999999999,0.027999999999999997
bkn,45,0.865,0.022000000000000002
mia,42,0.6970000000000001,0.018000000000000002
phx,42,0.67,0.013000000000000001
lal,42,0.7,0.027000000000000003
okc,42,0.584,0.01
no,41,0.591,0.012
ny,41,0.557,0.009000000000000001
ind,40,0.469,0.006999999999999999
sac,38,0.315,0.009000000000000001
tor,38,0.29100000000000004,0.002
mem,36,0.175,0.004
chi,36,0.156,0.001
orl,35,0.12300000000000001,0.001
uta,34,0.08800000000000001,0.002
hou,34,0.075,0
cha,30,0.018000000000000002,0
wsh,30,0.01,0
por,29,0.009000000000000001,0
det,27,0.002,0
sa,24,0.001,0
