unit,wins,make_playoffs,win_finals
bos,65,1,0.387
okc,58,1,0.042
min,57,1,0.081
cle,55,1,0.095
lac,54,1,0.115
den,53,0.9990000000000001,0.051
mil,50,0.9990000000000001,0.10300000000000001
ny,50,0.996,0.025
no,48,0.845,0.006
dal,47,0.7759999999999999,0.019
phx,47,0.7559999999999999,0.01
sac,46,0.711,0.006999999999999999
orl,46,0.9329999999999999,0.001
phi,46,0.9359999999999999,0.017
ind,46,0.9159999999999999,0.006999999999999999
gs,45,0.527,0.019
mia,45,0.9059999999999999,0.006
lal,44,0.384,0.01
chi,38,0.153,0
uta,37,0.002,0
hou,36,0.002,0
atl,35,0.128,0.001
tor,32,0.018000000000000002,0
bkn,31,0.015,0
mem,30,0,0
por,21,0,0
cha,20,0,0
sa,17,0,0
det,16,0,0
wsh,15,0,0
